Accident_Id,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
202200014069,12,10,2022,08:30,1,14,14118,2,1,1,2,Rue de Touraine,"49,1946600000"," -0,3974200000"
202200002737,6,7,2022,07:00,1,08,08090,2,1,7,6,,"49,6316500000","5,1680400000"
202200040586,14,6,2022,18:50,1,93,93077,2,1,1,3,Avenue de Rosny,"48,8852300000","2,5035100000"
202200040523,24,2,2022,19:23,3,13,13211,1,1,1,2,A50-Sens Marseille vers Aubagne,"43,2920178854","5,4529586434"
202200035326,26,2,2022,15:50,1,61,61085,1,3,1,3,D909,"48,6090510000"," -0,1939340000"
202200011651,25,4,2022,06:35,1,971,97101,2,1,1,6,ROUTE DES ABYMES,"16,2539300000"," -61,5233800000"
202200044534,1,4,2022,08:25,1,974,97416,1,1,1,3,CD 26," -21,2984000000","55,4380800000"
202200026569,13,12,2022,22:15,5,94,94028,2,1,8,2,COMPAGNONS DE LA LIBERATION(AVE DES),"48,7778100000","2,4604500000"
202200011543,19,2,2022,03:05,3,57,57672,1,1,1,1,Autoroute A31,"49,3632400000","6,1069600000"
202200041269,29,10,2022,17:07,1,47,47032,1,1,7,2,FREGATE (Route de la ),"44,1958300000","0,6739800000"
202200028477,12,12,2022,05:50,1,974,97422,2,1,1,7,Rue Raphael Douyère," -21,2031780000","55,5441450000"
202200017815,23,4,2022,12:05,1,27,27016,1,1,7,1,Route de Paix,"49,2538040000","1,4155730000"
202200000894,11,2,2022,16:00,1,38,38053,2,1,1,6,BARBUSSE,"45,5908200000","5,2716100000"
202200017160,25,5,2022,15:00,1,77,77083,1,1,1,1,BLAISE PASCAL (AVENUE),"48,8408500000","2,5963700000"
202200040295,5,12,2022,07:05,2,94,94074,2,4,2,6,Rue du Colonel Fabien,"48,7415400000","2,4746000000"
202200025689,16,4,2022,15:00,1,50,50461,1,1,1,1,"RN 13, PK 033+700, sens CAEN / CHERBOURG","49,4942630000"," -1,4160990000"
202200052521,27,3,2022,14:50,1,93,93053,2,3,1,1,Rue de Brément / Chemin de Montreuil à Claye,"48,8867900000","2,4701900000"
202200012249,13,10,2022,16:58,1,59,59108,1,1,2,7,12 Rue de Bellevue,"50,1588905372","3,4990006685"
202200042622,13,7,2022,00:15,3,83,83143,1,1,1,7,Route de Carces,"43,4523814854","6,1052119732"
202200025641,20,6,2022,19:03,1,75,75101,2,3,1,3,RUE SAINT HONORE,"48,8625040000","2,3380930000"
202200029773,4,11,2022,15:00,1,76,76341,1,1,1,4,RD 6015,"49,5081100000","0,1968900000"
202200015287,4,2,2022,22:52,5,44,44109,2,1,1,7,2 Rue du Quatre Août 1789,"47,2060500000"," -1,5914000000"
202200021640,23,4,2022,18:22,1,45,45302,2,6,1,6,Rue Nationale 20,"47,9569229534","1,8901412488"
202200053097,26,11,2022,08:30,1,974,97411,2,1,1,6,BRASSENS (AVENUE GEORGES)," -20,9043300000","55,4876600000"
202200008500,11,2,2022,13:20,1,57,57227,1,1,1,2,"A320, PK11+400, sens Allemagne / France","49,1968910000","6,9342610000"
202200026259,11,11,2022,09:45,1,81,81128,1,1,1,3,RD 58,"43,6423312053","2,3192591965"
202200037537,8,4,2022,10:30,1,62,62320,1,3,3,3,D939,"50,3127270000","2,6904560000"
202200001198,5,7,2022,17:35,1,75,75115,2,1,1,3,RUE LINOIS,"48,8487340000","2,2825620000"
202200034684,21,1,2022,10:35,1,72,72029,2,9,1,6,Avenue du Joncheray,"48,2288070000","0,1347650000"
202200047489,5,1,2022,10:40,1,59,59128,2,2,1,6,POINCARE RUE,"50,6468198042","2,9587313533"
202200005396,30,12,2022,08:00,5,27,27562,2,3,1,7,CHAMBRAY (ROUTE DE),"49,0952700000","1,4511500000"
202200047752,24,11,2022,20:45,5,94,94015,2,1,1,1,PASTEUR (BD),"48,8334800000","2,5294400000"
202200051053,6,1,2022,10:35,1,71,71486,2,1,1,1,FRANKLIN ROOSEVELT (RUE),"46,6468800000","4,3607800000"
202200004049,19,3,2022,12:25,1,33,33415,1,1,1,5,RD 137,"45,0166670000"," -0,4452900000"
202200016103,26,6,2022,01:15,3,77,77517,1,1,1,6,A104.INT,"48,9070300000","2,6393300000"
202200030918,29,8,2022,08:00,1,33,33174,1,1,1,2,A89,"44,9373860000"," -0,2593330000"
202200052482,27,3,2022,17:05,1,94,94033,2,2,1,3,Boulevard Galliéni,"48,8474500000","2,4786900000"
202200000707,20,10,2022,18:00,2,91,91553,1,1,8,3,RN 104,"48,6289600000","2,4823600000"
202200055036,29,4,2022,21:00,1,78,78481,2,1,1,1,LATTRE DE TASSIGNY (AVE DU MARECHAL DE),"48,8979000000","2,1077000000"
202200001168,4,7,2022,18:10,1,33,33162,2,3,1,3,Avenue du Taillan-Médoc,"44,8792100000"," -0,6465100000"
202200045964,22,9,2022,20:25,5,2A,2A004,2,1,1,7,BEVERINI VICO PAIR AVENUE,"41,9266000000","8,7358000000"
202200036236,7,12,2022,00:45,5,75,75108,2,3,1,7,AVENUE GEORGE V,"48,8719030000","2,3009400000"
202200046522,19,2,2022,09:20,2,69,69092,2,1,1,6,Rue de Thizy,"45,9882965067","4,7101534848"
202200033644,6,11,2022,12:15,1,95,95487,2,1,3,3,Rue Jean Catelas,"49,1536360000","2,2727430000"
202200008301,29,6,2022,11:30,1,11,11069,2,3,1,3,124 Route de Saint Hilaire,"43,2026600000","2,3597000000"
202200004598,1,7,2022,22:40,3,21,21154,1,1,1,6,D928,"47,8529600000","4,5850700000"
202200035627,3,11,2022,23:10,5,38,38169,2,3,3,3,AVENUE DU VERCORS,"45,1924000000","5,6928000000"
202200017723,21,4,2022,08:03,1,93,93066,2,3,1,6,Rue Saint Just / Rue de l'Encyclopédie,"48,9084590000","2,3623180000"
202200052117,8,6,2022,16:35,1,26,26088,1,1,1,3,A49,"45,0231590000","5,0781730000"
202200001001,18,9,2022,17:20,1,83,83056,1,1,1,6,D54,"43,5474520000","6,5326540000"
202200009693,19,3,2022,18:08,1,71,71170,1,1,1,7,Route de Cretaine,"46,9143050000","4,8307010000"
202200050480,24,10,2022,18:00,2,12,12047,1,1,1,7,D45- MAJAU,"44,4365620000","3,0786520000"
202200030111,3,10,2022,01:45,5,75,75118,2,7,1,3,PLACE ALBERT KAHN,"48,8959770000","2,3464180000"
202200023815,6,10,2022,11:50,1,75,75119,2,1,1,2,PORTE DE LA VILLETTE,"48,8972130000","2,3943540000"
202200043216,30,10,2022,00:50,3,2B,2B145,1,1,1,7,D6,"42,4782260000","9,4289300000"
202200001812,27,11,2022,03:45,3,988,98822,1,3,1,6,Tribu de OUINDO - RT3/RM 43," -20,9907240000","165,4002080000"
202200014261,11,10,2022,07:55,1,973,97302,2,3,1,3,RABAN (ROUTE DE),"4,9202470518"," -52,3126861453"
202200021124,17,12,2022,17:10,5,75,75120,2,2,1,6,RUE DES PYRENEES,"48,8640600000","2,3991320000"
202200032381,10,12,2022,18:25,5,75,75115,2,2,1,3,RUE DE LA CROIX NIVERT,"48,8428770000","2,2950850000"
202200013679,10,9,2022,12:15,1,65,65435,1,1,1,6,D920,"42,9486800000"," -0,0833850000"
202200031050,28,8,2022,20:55,5,29,29173,2,6,1,3,77 Rue Laennec,"48,0187360000"," -4,2134710000"
202200043714,11,1,2022,19:00,5,13,13209,2,3,1,3,SCHLOESING (BOULEVARD),"43,2726936419","5,4008900705"
202200008701,3,8,2022,17:30,1,49,49138,1,1,1,1,D60,"47,4740999675"," -0,1584394276"
202200044247,2,12,2022,12:46,1,13,13019,1,1,1,2,A51-Sens Aix en Provence vers Marseille,"43,4218679351","5,3705358330"
202200008395,1,7,2022,16:00,1,73,73184,1,3,1,3,D921 route du Lac,"45,5792500000","5,7933350000"
202200003665,23,11,2022,08:45,1,69,69386,2,4,8,3,Rue Garibaldi,"45,7737300000","4,8496200000"
202200026928,6,3,2022,06:40,5,75,75106,2,2,1,3,RUE DE RENNES,"48,8515877943","2,3311105371"
202200036596,27,2,2022,15:00,1,76,76474,2,1,1,6,Route de Dieppe,"49,4966400000","1,0485400000"
202200009276,30,5,2022,19:10,1,33,33366,1,1,1,5,D137,"45,0130270000"," -0,4423710000"
202200041803,13,1,2022,17:30,5,75,75117,2,4,1,3,AVENUE DE CLICHY,"48,8862970000","2,3261140000"
202200020897,24,5,2022,17:10,1,50,50129,2,1,1,6,MARITIME (BOULEVARD),"49,6433100000"," -1,6035100000"
202200020355,31,1,2022,08:00,1,94,94068,2,9,8,6,Impasse de l’Abbaye,"48,8130858693","2,4753785132"
202200033603,5,11,2022,19:39,5,31,31555,2,3,1,3,AV CRAMPEL,"43,5857300000","1,4556500000"
202200044658,1,4,2022,10:00,1,76,76351,2,9,2,3,ROBERT SCHUMAN (PLACE),"49,5139300000","0,1619800000"
202200045737,22,9,2022,16:27,1,49,49007,2,2,1,3,PASTEUR,"47,4720500000"," -0,5409300000"
202200030473,7,12,2022,23:30,3,62,62065,1,1,1,6,A211,"50,4167700000","2,8224700000"
202200040259,4,12,2022,19:15,5,25,25056,2,1,1,6,DOLE RUE DE (inf 82),"47,2315410000","5,9981140000"
202200013058,29,5,2022,00:20,3,93,93063,2,1,1,6,Avenue Gaston Roussel,"48,8936317835","2,4359151721"
202200002450,24,11,2022,22:00,5,92,92025,2,2,1,3,PAUL BERT (RUE),"48,9311696370","2,2443115711"
202200026260,3,10,2022,21:05,5,10,10387,2,7,1,3,QUATORZE JUILLET (RUE DU),"48,2951100000","4,0805700000"
202200026105,9,11,2022,19:35,5,29,29019,2,2,1,3,place Joseph Goez,"48,3860100000"," -4,5012200000"
202200014580,28,7,2022,08:30,1,13,13201,2,3,1,3,BRETEUIL (RUE)  1 A 17,"43,2928300000","5,3747900000"
202200044560,1,4,2022,07:30,1,972,97209,1,1,1,3,GODISSARD (BOULEVARD),"14,6314000000"," -61,0698300000"
202200047224,26,10,2022,15:15,1,80,80423,2,2,1,3,21 Rue de la Carrière,"50,0388400000","2,2313140000"
202200053696,7,5,2022,16:40,1,42,42331,1,2,1,3,Route de Saint-Polgues,"45,9799280000","3,9653460000"
202200004004,23,3,2022,13:20,1,06,06152,1,6,1,7,Route des Cretes,"43,6280280000","7,0362590000"
202200028160,19,5,2022,15:54,1,66,66136,1,1,1,2,R D 900,"42,6749700000","2,8650500000"
202200010926,14,11,2022,18:40,5,66,66136,2,1,1,6,,"42,6874565909","2,9083245993"
202200003207,1,5,2022,00:01,3,59,59574,2,1,1,6,MICHEL LOUISE(BOULEVARD),"50,3473700000","3,2856100000"
202200010641,31,7,2022,05:20,3,64,64335,1,1,1,6,SAULT DE NAVAILLES DE,"43,3565700000"," -0,4417500000"
202200011944,8,10,2022,21:00,3,50,50129,2,7,1,6,CAPEL (RUE COTIS),"49,6315600000"," -1,6052500000"
202200037727,16,5,2022,18:22,1,69,69102,1,1,1,1,Route Nationale 7,"45,8968232301","4,3654357028"
202200005579,4,6,2022,02:25,5,75,75113,2,3,1,6,BOULEVARD ARAGO,"48,8349670000","2,3461130000"
202200045800,23,9,2022,14:50,1,92,92036,2,1,1,6,BAS ( RUE DES ),"48,9206941565","2,2882300615"
202200035257,19,8,2022,11:35,1,27,27457,1,1,1,1,La Noé Moussard,"48,7690536317","0,9259243010"
202200012750,30,7,2022,10:07,1,93,93008,2,6,1,6,Avenue Paul Vaillant - Couturier,"48,9087900000","2,4504100000"
202200008674,2,8,2022,19:18,1,25,25062,1,1,1,7,D329,"47,1325500000","6,6777480000"
202200045894,23,9,2022,07:40,1,33,33550,1,1,1,3,AUTOROUTE A 62,"44,7689900000"," -0,5536700000"
202200016427,16,11,2022,17:30,2,11,11015,1,1,1,6,Chemin de Valmigère,"42,9716540000","2,3862220000"
202200027172,29,8,2022,02:00,5,93,93010,2,1,1,4,Avenue Galliéni,"48,9072189277","2,4897720909"
202200005251,15,3,2022,09:30,1,74,74010,2,3,1,6,VAUGELAS,"45,9013000000","6,1242000000"
202200052574,14,2,2022,20:00,5,78,78551,2,1,2,2,ROUTE NATIONALE 13,"48,8975550000","2,0774120000"
202200039922,27,9,2022,20:30,3,66,66114,1,1,1,6,,"42,6180530000","2,9228590000"
202200045233,11,6,2022,05:20,3,93,93051,1,1,1,7,A4,"48,8349002767","2,5774733817"
202200053959,3,1,2022,17:10,5,68,68042,2,3,1,3,15 rue jean moulin/rue de la Gare,"47,6033490000","7,4959270000"
202200043491,11,5,2022,10:25,1,69,69381,2,1,1,1,Rue Bodin,"45,7733000000","4,8354200000"
202200008668,3,8,2022,16:50,1,63,63066,2,1,1,7,La Chabanne,"45,8597410000","3,6623200000"
202200026261,11,11,2022,10:50,1,32,32079,1,1,5,6,D43,"43,9255240000","0,0899930000"
202200041510,15,5,2022,07:30,1,68,68365,1,1,1,1,Laenderweg (Chemin),"48,0516720000","7,3387710000"
202200024386,23,5,2022,22:25,3,47,47216,1,1,3,6,Lafite,"44,5203899951","0,2783797691"
202200001608,2,5,2022,09:40,1,93,93051,2,7,1,-1,Place de la Résistance,"48,8479700000","2,5478400000"
202200043146,3,4,2022,00:30,5,95,95268,2,1,1,2,Avenue François Mitterrand,"48,9706400000","2,3946900000"
202200033719,5,11,2022,01:20,5,95,95127,2,1,1,6,Avenue du Nord,"49,0432083514","2,0617067814"
202200030644,11,12,2022,15:30,1,75,75108,2,2,1,3,RUE GALILEE,"48,8678510000","2,2918890000"
202200027890,27,9,2022,13:40,1,76,76231,2,3,2,6,Rue Camille Randoing,"49,2875110000","1,0061400000"
202200052701,19,9,2022,09:50,1,91,91514,2,6,1,3,RUE DE BOISSY ST LEGER,"48,6765900000","2,5368100000"
202200013772,10,9,2022,12:15,1,73,73150,1,1,1,1,D220 - Route d Aime,"45,5529600000","6,6590090000"
202200000773,23,3,2022,09:30,1,31,31555,1,1,1,2,ECHANGEUR ST MARTIN ( A624-RD 901),"43,6112800000","1,3829800000"
202200029998,21,5,2022,19:15,1,73,73274,1,1,1,1,D912 - Lieu dit le pont du lac,"45,4316850000","5,8707760000"
202200033642,4,11,2022,14:30,1,84,84088,2,1,1,7,310 avenue saint martin,"43,9943100000","5,0544570000"
202200042137,5,12,2022,13:50,1,89,89136,1,1,2,7,A19,"48,2645310000","3,2907020000"
202200054065,3,6,2022,13:40,1,27,27229,2,1,1,6,BRIAND (AVENUE ARISTIDE),"49,0204500000","1,1332000000"
202200033885,19,5,2022,11:50,1,51,51087,1,1,1,2,A26,"48,8374360000","4,2880150000"
202200001887,25,11,2022,08:50,1,91,91589,1,1,1,2,AUTOROUTE A6,"48,6791320000","2,3344890000"
202200044286,16,2,2022,17:00,1,59,59383,1,1,1,2,AUTOROUTE A2,"50,3391016966","3,5309135914"
202200001594,1,5,2022,03:00,5,94,94068,2,5,1,3,Avenue du Bac,"48,7963500000","2,5067300000"
202200016157,11,10,2022,20:20,3,59,59135,1,1,1,6,ROUTE DE STEENVOORDE,"50,8029950000","2,5139380000"
202200024868,15,12,2022,11:00,1,92,92025,2,3,1,3,PAUL BERT (RUE),"48,9311670000","2,2443840000"
202200043946,25,9,2022,03:15,3,55,55567,1,1,2,6,AUTOROUTE A4 PK 237+300,"49,0889250000","5,1926710000"
202200030971,28,8,2022,21:25,3,974,97416,1,1,1,5,RN3 (1)," -21,3111000000","55,4963900000"
202200034330,17,7,2022,17:35,1,22,22360,1,1,1,1,SAINT-BRIEUC (AVENUE DE),"48,4743300000"," -2,7211600000"
202200032219,11,12,2022,20:40,3,80,80645,1,1,1,6,Lieu dit Le Quesnoy,"50,0484180000","2,4323770000"
202200018334,9,11,2022,19:45,5,67,67447,2,3,2,4,FREDERIC MISTRAL (RUE),"48,6107800000","7,7352400000"
202200013599,6,2,2022,22:45,3,76,76286,1,1,1,7,Route du Treport,"49,8930860000","1,4271500000"
202200050003,16,2,2022,06:50,1,976,97611,2,1,1,6,kaweni-SPPM ( rue de la )," -12,7702100000","45,2202000000"
202200039441,27,3,2022,17:01,1,83,83050,1,1,1,7,PAS DU LOUP(CHEMIN DU),"43,5525580000","6,4529350000"
202200018824,25,5,2022,22:10,5,94,94002,2,3,1,2,8 Rue Charles de Gaulle / Rue Marcellin Berthelot,"48,8145700000","2,4129640000"
202200053250,25,3,2022,10:30,1,59,59043,1,2,1,1,HAZEBROUCK (ROUTE D'),"50,7359028679","2,7114611864"
202200006740,10,2,2022,08:50,1,48,48095,2,6,1,7,OCTROI (RUE DE L'),"44,5348700000","3,5013900000"
202200048199,21,9,2022,18:00,1,72,72181,1,2,1,6,VOLOS (AVENUE DE),"47,9833057062","0,2215898035"
202200017703,22,4,2022,16:40,1,75,75102,2,4,1,6,RUE ETIENNE MARCEL,"48,8648030000","2,3451240000"
202200035636,3,11,2022,23:04,5,17,17300,2,1,3,7,PERIGNY   RUE DE,"46,1602300000"," -1,1291800000"
202200000065,22,10,2022,05:40,3,76,76621,1,1,1,6,autoroute A28,"49,6431298707","1,2667151729"
202200041092,13,6,2022,08:00,2,76,76072,1,1,1,1,Route du Val de Saane,"49,7049650000","0,9853680000"
202200033514,18,6,2022,11:45,1,67,67436,1,1,1,1,Impasse du Sapinot,"48,3911630000","7,1302770000"
202200031314,18,6,2022,19:55,1,13,13005,2,1,1,6,BOYER (AVENUE ANTIDE),"43,2943600000","5,5668500000"
202200022921,14,12,2022,22:30,5,33,33063,2,1,1,2,Cours d'Albret,"44,8357626737"," -0,5807438493"
202200012193,4,2,2022,08:30,1,05,05023,2,1,1,6,FROGER (RUE RENE),"44,8957100000","6,6314500000"
202200001326,8,8,2022,15:28,1,18,18161,1,1,1,1,,"46,8053690000","2,8237790000"
202200009968,14,10,2022,09:30,1,06,06123,2,1,1,3,AICARD AVENUE,"43,6837470000","7,1844090000"
202200003907,2,11,2022,10:50,1,92,92025,2,1,1,3,VALMY (BD DE),"48,9244069631","2,2526223957"
202200001974,23,3,2022,16:38,1,75,75120,2,2,1,6,RUE DE BELLEVILLE,"48,8724150000","2,3781240000"
202200038886,24,8,2022,00:35,5,26,26235,1,1,1,1,Rue Evariste Galois,"44,3621820000","4,7048520000"
202200008952,19,11,2022,12:30,1,14,14005,1,1,1,7,Rue de Mézidon,"49,1003400000"," -0,1494700000"
202200024957,8,3,2022,09:15,1,75,75115,2,1,1,2,BD PERIPHERIQUE INTERIEUR,"48,8353160000","2,2694900000"
202200014250,30,5,2022,23:30,5,82,82186,2,1,1,6,Avenue du Quercy,"44,1145930000","0,9011280000"
202200018356,31,1,2022,09:30,1,38,38421,2,3,1,3,RUE GEORGES SADOUL,"45,1852800000","5,7684100000"
202200033934,17,5,2022,09:45,1,69,69388,2,3,1,6,Rue Professeur Beauvisage,"45,7290000000","4,8666200000"
202200000233,8,8,2022,11:20,1,17,17249,1,2,1,3,D142e2,"45,3968490000"," -0,3070590000"
202200003764,22,3,2022,18:15,1,75,75117,2,2,1,6,AVENUE NIEL,"48,8786490000","2,2942230000"
202200012265,29,6,2022,00:30,5,75,75104,2,4,1,3,QUAI DE L HOTEL DE VILLE,"48,8559130000","2,3510710000"
202200029078,31,8,2022,07:20,2,13,13091,1,1,1,7,D18,"43,5990410000","5,3156230000"
202200027976,21,5,2022,23:25,5,75,75111,2,2,1,6,RUE VOLTAIRE,"48,8528160000","2,3924410000"
202200037539,7,4,2022,10:30,1,13,13106,1,1,1,3,A7-Sens Marseille vers Lyon,"43,3892300000","5,3512000000"
202200023837,5,10,2022,16:32,1,75,75107,2,7,1,1,AVENUE DE LA MOTTE PICQUET,"48,8544970000","2,3058460000"
202200052760,27,11,2022,22:45,3,973,97303,2,6,1,7,RN1 PK 146,"5,4804110000"," -53,2118620000"
202200016028,28,6,2022,08:00,1,78,78128,1,3,7,3,D906,"48,6693720000","1,9566980000"
202200001762,16,11,2022,15:10,1,14,14138,1,1,3,7,Route de l'Épinay Tesson,"49,2311980000"," -0,9987150000"
202200019018,20,12,2022,17:50,5,06,06030,2,1,1,2,CAMPON (RUE,"43,5786100000","7,0119000000"
202200034528,16,7,2022,21:00,1,64,64024,2,1,1,3,BOIS BELIN (RUE DU),"43,4935900000"," -1,5016000000"
202200036416,8,12,2022,17:27,3,60,60170,1,1,2,2,D1330,"49,2200330000","2,5510660000"
202200047724,30,11,2022,18:18,5,75,75115,2,1,1,6,AVENUE DE SUFFREN,"48,8535950000","2,2971010000"
202200028025,21,5,2022,21:20,2,93,93005,2,6,1,3,Rue Pierre Sémard / Avenue Charles de Gaulle,"48,9298200000","2,4805900000"
202200019431,12,3,2022,00:10,3,51,51450,1,1,2,2,A4,"49,1988589741","4,1138434410"
202200002797,4,7,2022,09:00,1,93,93070,2,1,1,6,Avenue Gabriel Péri,"48,9072712740","2,3322574497"
202200005888,1,5,2022,14:05,1,17,17293,2,1,1,7,2b Rue de la Garenne,"46,1356010000"," -0,8137820000"
202200041905,26,9,2022,09:00,1,37,37122,2,1,1,2,CHINON (BOULEVARD DE),"47,3550500000","0,6967700000"
202200049045,25,10,2022,23:50,3,83,83115,1,1,1,6,Av du Croiseur Leger le Malin,"43,3304730000","6,6682130000"
202200020227,16,11,2022,12:20,1,43,43211,1,1,1,7,D908,"45,2518700000","4,1440340000"
202200002314,20,10,2022,08:15,1,60,60338,2,2,2,3,Rue Jules Ferry,"49,3568870000","2,7828830000"
202200052160,26,3,2022,15:32,1,69,69275,2,8,1,3,Rue de la Fraternité,"45,7723946677","4,9568563699"
202200044442,9,6,2022,18:43,1,50,50502,2,6,1,1,HOWIE (place du Major),"49,1154800000"," -1,0830200000"
202200000897,21,11,2022,17:50,3,88,88218,1,1,3,6,Lieu-dit 'Petempre',"48,1229250000","6,8374660000"
202200039500,31,10,2022,16:10,1,10,10387,2,1,1,3,GOURNAY (RUE DE),"48,2996100000","4,0895100000"
202200037283,7,4,2022,17:35,1,69,69383,2,3,2,3,Avenue Maréchal de Saxe,"45,7560800000","4,8464200000"
202200017002,12,3,2022,16:00,1,31,31555,1,9,1,5,VA007342 LA CEPIERE  A620 Sortie 27,"43,5883200000","1,4006800000"
202200003745,18,11,2022,16:02,1,84,84035,2,1,1,5,CAMP-CR84 (CHEMIN DU),"43,8298100000","5,0548800000"
202200054072,6,7,2022,15:20,1,49,49021,1,3,1,3,D59,"47,4501260000"," -0,2224620000"
202200024774,23,5,2022,12:11,1,64,64024,2,1,1,3,Avenue de Bayonne,"43,4825000000"," -1,5061200000"
202200034515,16,7,2022,10:50,1,83,83103,2,1,1,6,ORVES (BOULEVARD D'),"43,1768400000","5,9256300000"
202200011087,25,12,2022,08:40,1,92,92064,1,1,2,6,A13,"48,8390819965","2,2170549251"
202200053031,21,3,2022,08:45,1,13,13043,1,1,1,4,A55-Sens Marseille vers Martigues,"43,3837700000","5,2312300000"
202200018632,27,5,2022,19:00,1,13,13001,2,3,1,3,VAIR GUILLAUME DU (RUE),"43,5074100000","5,4012500000"
202200012473,31,7,2022,19:05,1,59,59041,2,1,1,7,MAUBEUGE (RUE DE),"50,2130989113","3,8644570112"
202200027003,25,2,2022,15:40,1,73,73011,2,1,1,6,D1212A - CHASSEURS ALPINS (AV.)C. VILLE VERS AV.J,"45,6680120000","6,3903670000"
202200046356,6,7,2022,19:40,1,69,69266,2,3,1,3,Allée du Frère Benoit,"45,7866200000","4,8875500000"
202200044879,1,4,2022,15:20,1,09,09225,2,1,1,2,FOIX AVENUE DE,"43,1053350000","1,6194890000"
202200007176,29,12,2022,07:53,4,75,75108,2,2,1,7,COURS LA REINE,"48,8649900000","2,3136860000"
202200017033,4,2,2022,09:00,1,69,69104,1,1,8,6,Route Départementale 17,"46,2303520991","4,6898226142"
202200011264,19,11,2022,18:00,5,92,92020,2,2,2,3,SEMARD RUE PIERRE AUTRES N°,"48,8050118688","2,2963177264"
202200047378,10,5,2022,07:10,1,74,74298,2,6,1,3,LIVRON (ROUTE DE),"46,1904200000","6,2510500000"
202200010313,8,2,2022,11:45,1,75,75112,2,1,1,7,Bd peripherique exterieur,"48,8286420000","2,3988890000"
202200004676,5,7,2022,10:55,1,30,30189,2,1,1,6,Boulevard Talabot,"43,8335000000","4,3670000000"
202200007717,18,3,2022,12:20,1,75,75106,2,4,1,6,RUE D ASSAS,"48,8459190000","2,3313940000"
202200005645,5,6,2022,15:05,1,75,75107,2,3,8,3,QUAI ANATOLE FRANCE,"48,8611190000","2,3241790000"
202200045181,20,2,2022,16:36,1,93,93055,2,2,1,6,Avenue Édouard Vaillant / Avenue Jean Jaurès,"48,9033800000","2,3922500000"
202200016619,24,5,2022,12:10,1,06,06163,1,1,1,3,Route départementale 6204,"44,0688920000","7,5890590000"
202200023194,8,3,2022,23:20,5,69,69383,2,3,1,3,Route de Genas,"45,7544684712","4,8820334673"
202200024324,27,1,2022,09:25,1,72,72181,2,1,1,6,MAILLETS (RUE DES) N° PAIRS 14 ET >,"48,0156800000","0,2138200000"
202200047705,1,12,2022,09:30,1,93,93001,1,1,1,2,AUTOROUTE A86,"48,9215357961","2,3685407639"
202200046216,10,6,2022,13:00,1,76,76484,2,2,1,1,Avenue du Général de Gaulle,"49,3428330000","1,0903600000"
202200025389,18,4,2022,10:30,1,07,07338,1,1,1,7,Les Quatre Ponts,"44,8839550000","4,6770590000"
202200045240,31,3,2022,07:00,1,976,97611,2,1,1,6,m'tsapere-Nationale 2 (route)," -12,8199200000","45,1958500000"
202200032393,14,6,2022,00:30,3,90,90076,1,1,2,2,autoroute A36 - PK 31.900,"47,6431280000","6,8918610000"
202200021067,18,12,2022,02:30,3,94,94038,1,1,1,2,AUTOROUTE A6A,"48,7763427485","2,3462651211"
202200004385,14,10,2022,20:20,5,76,76384,2,9,2,1,MARRECHAL LECLERC (AVENUE DU),"49,5162100000","0,5309200000"
202200029341,26,1,2022,16:10,1,59,59149,1,1,1,6,Chemin d'Haspres,"50,0654865003","3,3914279935"
202200002399,25,11,2022,16:00,1,75,75101,2,4,1,3,RUE ETIENNE MARCEL,"48,8648073521","2,3451025038"
202200049033,29,3,2022,13:20,1,64,64024,2,1,8,2,BOIS BELIN (RUE DU),"43,4936700000"," -1,5109400000"
202200008636,3,8,2022,11:30,1,94,94073,2,9,7,3,Avenue du Général de Gaulle,"48,7681000000","2,3733000000"
202200040742,12,7,2022,09:00,1,83,83098,2,1,1,1,GANZIN (AVENUE DE),"43,1070030000","6,0271160000"
202200005892,21,12,2022,05:15,3,11,11146,1,1,1,6,6113,"43,1858570000","2,4904630000"
202200050120,22,9,2022,13:00,1,65,65031,2,1,1,3,D929,"42,9110050000","0,3604460000"
202200025419,23,6,2022,11:00,1,35,35257,2,6,1,3,ZA de la Croix Rouge (Saint-Brice-en-Coglès),"48,4164340000"," -1,3849480000"
202200053349,5,1,2022,06:55,3,28,28386,1,1,1,1,Route Departementale 939,"48,5612080000","1,2732340000"
202200000985,18,9,2022,20:15,2,65,65017,1,1,1,6,D173,"42,7545120000","0,1925180000"
202200032804,23,8,2022,07:10,1,974,97413,2,1,1,6,15 Rue Adrien Lagourgue," -21,2166580000","55,3085100000"
202200014180,27,6,2022,20:45,1,75,75114,2,1,1,3,BOULEVARD JOURDAN,"48,8226340000","2,3285260000"
202200042748,18,8,2022,15:10,1,35,35238,2,1,1,6,STATION DE METRO HENRI FREVILLE (AUX ABO,"48,0874220000"," -1,6743590000"
202200020643,24,5,2022,16:00,1,45,45272,1,1,1,1,D14 PK 13 + 256,"47,8202780000","1,9871630000"
202200020126,7,10,2022,14:00,1,30,30028,2,1,1,3,ROUTE DE NIMES,"44,1458800000","4,6148900000"
202200045598,10,1,2022,15:20,1,29,29220,1,3,2,3,Route de Plomeur,"47,8514170000"," -4,2464090000"
202200041731,14,1,2022,17:30,2,93,93005,1,1,1,3,AUTOROUTE A3,"48,9685112128","2,4803831289"
202200018097,9,10,2022,12:30,1,92,92073,2,2,1,3,CARON (RUE ALBERT),"48,8651500000","2,2086000000"
